location,date,stringency_index,reproduction_rate,new_deaths_smoothed_per_million,weekly_icu_admissions_per_million,people_vaccinated_per_hundred,human_development_index,%_of_mixed_sentiments,%_of_negative_sentiments,%_of_neutral_sentiments,%_of_positive_sentiments
Hong Kong,16/1/2022,65.74,"",0,-,67.96,0.949,39.30348259,52.73631841,7.960199005,0.00E+00
China,16/1/2022,79.17,0.89,0,-,"",0.761,0.476190476,41.9047619,52.85714286,4.761904762
Brazil,16/1/2022,61.57,1.77,0.718,-,78.08,0.765,1.129943503,36.15819209,53.67231638,9.039548023
France,16/1/2022,69.44,1.24,3.206,33.135,79.41,0.901,0.820793434,36.5253078,44.87004104,17.78385773
New Zealand,16/1/2022,62.96,1.12,0.028,-,77.78,0.931,1.449275362,34.65085639,52.96442688,10.93544137
South Korea,16/1/2022,45.37,1.16,0.73,"",86.86,0.916,36.76470588,51.47058824,11.76470588,0.00E+00
Japan,16/1/2022,47.22,2.4,0.034,-,80.3,0.919,0.650759219,38.82863341,53.14533623,7.37527115
India,16/1/2022,72.69,1.6,0.258,-,65.34,0.645,0.545198734,26.72353148,57.85262047,14.87864931
Canada,16/1/2022,78.24,0.87,4.102,-,84.21,0.929,0.755639516,44.20491166,44.97166352,10.06778531
South Africa,16/1/2022,41.67,0.65,2.168,"","",0.709,0.405405405,50.27027027,39.59459459,9.72972973
Egypt,16/1/2022,43.52,1.23,0.252,-,"",0.707,37.62376238,52.47524752,9.900990099,0.00E+00
Argentina,16/1/2022,35.19,1.24,1.717,-,86.91,0.845,1.6,38.4,50.4,9.6
Singapore,7/2/2022,60.19,1.62,0.498,"",90.7,0.938,0.519930676,29.98266898,57.19237435,12.305026
United States,7/2/2022,58.8,0.58,7.662,"",76.01,0.926,1.24526109,43.88161718,46.15214323,8.720978498
Italy,7/2/2022,76.85,0.73,6.15,11.579,83.5,0.892,0.660501982,37.25231176,50.72655218,11.36063408
Germany,7/2/2022,84.26,1.17,1.669,19.416,75.39,0.947,1.216814159,33.96017699,52.93141593,11.89159292
Norway,7/2/2022,25,1.04,0.706,"",79.09,0.957,0.649350649,37.33766234,51.2987013,10.71428571
United Kingdom,7/2/2022,42.13,0.79,3.127,"",76.89,0.932,1.018080668,46.39499305,44.55632823,8.030598053
Australia,7/2/2022,55.56,0.73,2.587,-,84.66,0.944,1.095355991,46.81521494,44.45194688,7.637482182
Taiwan,7/2/2022,27.78,1.03,0,"",80.25,"",8.461538462,25.76923077,55.76923077,10
Hong Kong,7/2/2022,65.74,"",0,-,71.91,0.949,0.945945946,35.54054054,58.24324324,5.27027027
China,7/2/2022,64.35,2.09,0,-,87.69,0.761,1.6,36.13333333,55.06666667,7.2
Brazil,7/2/2022,61.57,0.94,3.576,-,80.68,0.765,1.510067114,26.34228188,45.80536913,26.34228188
France,7/2/2022,69.44,0.74,4.193,32.497,79.88,0.901,0.669412976,29.40267765,53.81050463,16.11740474
New Zealand,7/2/2022,62.04,1.78,0,-,82.1,0.931,1.691331924,44.05919662,42.1564482,12.09302326
South Korea,7/2/2022,46.3,1.74,0.418,"",87.21,0.916,1.255230126,26.35983264,64.0167364,8.368200837
Japan,7/2/2022,47.22,1.25,0.728,-,80.48,0.919,1.851851852,31.92239859,56.61375661,9.611992945
India,7/2/2022,81.94,0.5,0.802,-,68.27,0.645,0.463551709,49.46876154,45.39524962,4.672437133
Canada,7/2/2022,76.39,0.74,2.811,-,85.15,0.929,1.067737838,43.46139321,48.32629519,7.144573763
South Africa,7/2/2022,41.67,0.91,2.208,"","",0.709,1.443123939,36.41765705,55.30560272,6.833616299
Egypt,7/2/2022,43.52,1.08,0.491,-,"",0.707,0.735294118,31.98529412,56.61764706,10.66176471
Argentina,7/2/2022,35.19,0.56,5.231,-,88.5,0.845,0.235294118,20.23529412,45.41176471,34.11764706
Singapore,11/2/2022,60.19,1.41,0.498,"",90.88,0.938,1.484230056,24.1187384,68.46011132,5.936920223
United States,11/2/2022,58.8,0.55,7.188,"",76.17,0.926,1.054726368,45.63557214,47.5659204,5.743781095
Italy,11/2/2022,76.85,0.68,5.651,10.784,83.63,0.892,1.165501166,38.46153846,53.03030303,7.342657343
Germany,11/2/2022,84.26,1.06,2.001,20.071,75.49,0.947,0.815956482,38.21396192,54.35176791,6.61831369
Norway,11/2/2022,25,1,1.202,"",79.15,0.957,1.557632399,37.69470405,51.71339564,9.034267913
United Kingdom,11/2/2022,39.35,0.76,2.869,"",76.96,0.932,0.908919559,43.72238162,48.21252801,7.15617081
Australia,11/2/2022,55.56,0.79,2.155,-,84.91,0.944,0.82994879,46.62722938,45.93854847,6.604273353
Taiwan,11/2/2022,27.78,1.03,0,"",80.5,"",0.4048583,23.07692308,53.44129555,23.07692308
Hong Kong,11/2/2022,65.74,"",0.057,-,73.79,0.949,0.899887514,35.65804274,58.49268841,4.949381327
China,11/2/2022,64.35,2.27,0,-,"",0.761,1.359516616,38.06646526,54.98489426,5.589123867
Brazil,11/2/2022,61.57,0.87,4.14,-,81.26,0.765,0.816326531,36.12244898,57.14285714,5.918367347
France,11/2/2022,69.44,0.69,4.939,26.816,79.93,0.901,1.101694915,38.89830508,52.03389831,7.966101695
New Zealand,11/2/2022,62.04,2.03,0,-,82.33,0.931,1.666666667,41.74242424,46.47727273,10.11363636
South Korea,11/2/2022,46.3,1.55,0.521,"",87.26,0.916,3.422053232,22.05323194,60.07604563,14.4486692
Japan,11/2/2022,47.22,0.95,1.056,-,"",0.919,1.3,34.1,55.7,8.9
India,11/2/2022,75.46,0.41,0.704,-,68.63,0.645,0.589530506,33.02081114,58.35641736,8.033240997
Canada,11/2/2022,76.39,0.74,2.323,-,85.28,0.929,0.904656803,46.20834355,47.15114853,5.735851113
South Africa,11/2/2022,41.67,0.92,3.107,"",33.21,0.709,1.412429379,33.26271186,59.07485876,6.25
Egypt,11/2/2022,43.52,1.02,0.567,-,"",0.707,0.333333333,31.33333333,61,7.333333333
Argentina,11/2/2022,35.19,0.52,4.448,-,88.76,0.845,0.906344411,32.62839879,60.42296073,6.042296073
Singapore,8/2/2022,60.19,1.56,0.498,"",90.75,0.938,0.613496933,28.83435583,61.04294479,9.509202454
United States,8/2/2022,58.8,0.57,7.51,"",76.05,0.926,0.775700624,46.55201073,46.92434703,5.747941623
Italy,8/2/2022,76.85,0.71,6.122,11.447,83.53,0.892,0.459770115,40.45977011,52.06896552,7.011494253
Germany,8/2/2022,84.26,1.14,1.65,19.547,75.42,0.947,1.02489019,35.67593948,55.44167887,7.857491459
Norway,8/2/2022,25,1.04,0.706,"",79.1,0.957,3,37.33333333,53,6.666666667
United Kingdom,8/2/2022,42.13,0.78,3.785,"",76.91,0.932,0.790192948,43.16564284,48.23694964,7.80721457
Australia,8/2/2022,55.56,0.73,2.593,-,84.72,0.944,0.856973995,44.78427896,47.57683215,6.781914894
Taiwan,8/2/2022,27.78,1.03,0,"",80.31,"",1.826484018,30.1369863,61.64383562,6.392694064
Hong Kong,8/2/2022,65.74,"",0,-,72.27,0.949,0.889328063,31.81818182,63.04347826,4.249011858
China,8/2/2022,64.35,2.19,0,-,"",0.761,1.265822785,36.58227848,56.32911392,5.82278481
Brazil,8/2/2022,61.57,0.92,3.847,-,80.79,0.765,0.613496933,28.62985685,57.2597137,13.49693252
France,8/2/2022,69.44,0.72,4.878,30.509,79.89,0.901,0.476947536,33.59830419,55.90885003,10.01589825
New Zealand,8/2/2022,62.04,1.84,0,-,82.16,0.931,1.025641026,37.69230769,53.33333333,7.948717949
South Korea,8/2/2022,46.3,1.68,0.434,"",87.22,0.916,2.083333333,36.45833333,55.20833333,6.25
Japan,8/2/2022,47.22,1.19,0.828,-,80.5,0.919,1.303911735,31.89568706,58.47542628,8.324974925
India,8/2/2022,75.46,0.47,0.749,-,68.37,0.645,0.364510625,39.34775865,52.00093067,8.286800062
Canada,8/2/2022,76.39,0.73,2.657,-,85.19,0.929,0.977059313,43.8060145,49.0621657,6.15476049
South Africa,8/2/2022,41.67,0.91,2.382,"","",0.709,0.533919598,44.00125628,48.86934673,6.595477387
Egypt,8/2/2022,43.52,1.06,0.507,-,"",0.707,0.332225914,38.20598007,52.82392027,8.637873754
Argentina,8/2/2022,35.19,0.54,5.369,-,88.57,0.845,25.75757576,53.03030303,21.21212121,0.00E+00
Singapore,30/1/2022,60.19,1.5,0.157,"",90.36,0.938,0.959692898,27.44721689,64.29942418,7.293666027
United States,30/1/2022,58.8,0.69,7.496,"",75.69,0.926,0.836590987,49.68229916,42.15043358,7.330676276
Italy,30/1/2022,76.85,0.82,6.214,13.567,83.11,0.892,0.650195059,39.79193758,52.01560468,7.542262679
Germany,30/1/2022,84.26,1.34,1.715,15.471,75.19,0.947,0.982318271,41.55206287,50.39292731,7.072691552
Norway,30/1/2022,45.37,1.17,0.653,3.54,78.98,0.957,1.618122977,43.68932039,46.27831715,8.414239482
United Kingdom,30/1/2022,42.13,1.48,3.854,"",76.74,0.932,0.941619586,48.49952308,43.1066109,7.452246435
Australia,30/1/2022,55.56,0.78,3.39,-,83.95,0.944,0.836111263,50.47270343,42.31925242,6.371932893
Taiwan,30/1/2022,27.78,1.06,0,"","","",1.673640167,33.89121339,55.23012552,9.205020921
Hong Kong,30/1/2022,65.74,"",0,-,70.93,0.949,0.568181818,33.33333333,60.98484848,5.113636364
China,30/1/2022,64.35,1.17,0,-,"",0.761,8.408408408,37.68768769,46.3963964,7.507507508
Brazil,30/1/2022,61.57,1.22,2.523,-,79.38,0.765,0.4,42.8,50.4,6.4
France,30/1/2022,69.44,0.93,4.142,29.649,79.76,0.901,1.295696437,40.67561314,47.94076816,10.08792226
New Zealand,30/1/2022,62.04,1.56,0.028,-,81.26,0.931,1.288106483,46.887076,45.47015887,6.354658652
South Korea,30/1/2022,50.93,1.7,0.529,"",87.13,0.916,0.975609756,35.12195122,54.14634146,9.756097561
Japan,30/1/2022,47.22,1.5,0.291,-,"",0.919,1.096491228,34.53947368,55.59210526,8.771929825
India,30/1/2022,83.8,0.81,0.533,-,67.51,0.645,0.417052827,30.68813716,60.73911029,8.155699722
Canada,30/1/2022,78.24,0.75,3.678,-,84.88,0.929,0.919492551,48.947423,42.70455253,7.428531923
South Africa,30/1/2022,41.67,0.85,2.553,"",32.61,0.709,0.369856681,45.26121128,46.04715673,8.321775312
Egypt,30/1/2022,43.52,1.26,0.323,-,36.75,0.707,1.840490798,38.03680982,50.9202454,9.202453988
Argentina,30/1/2022,35.19,0.67,5.701,-,88,0.845,37,54.25,8.75,0.00E+00
Singapore,24/1/2022,60.19,1.92,0.131,"",89.95,0.938,1.507537688,23.61809045,65.32663317,9.547738693
United States,24/1/2022,58.8,0.85,6.952,"",75.38,0.926,0.920594299,49.10428663,43.79398592,6.181133149
Italy,24/1/2022,76.85,0.97,5.878,15.588,82.69,0.892,1.136363636,51.70454545,40.90909091,6.25
Germany,24/1/2022,84.26,1.44,1.868,13.206,74.95,0.947,0.647249191,44.66019417,49.51456311,5.177993528
Norway,24/1/2022,48.15,1.36,0.836,-,78.89,0.957,46.2962963,48.14814815,5.555555556,0.00E+00
United Kingdom,24/1/2022,46.76,1,3.864,"",76.61,0.932,0.793650794,48.5958486,44.15954416,6.450956451
Australia,24/1/2022,66.2,0.81,2.532,-,83.04,0.944,0.634170604,50.16165133,44.24272569,4.961452375
Taiwan,24/1/2022,27.78,1.14,0,"",79.63,"",18.47826087,69.56521739,11.95652174,0.00E+00
Hong Kong,24/1/2022,65.74,"",0,-,69.71,0.949,0.492610837,31.03448276,60.591133,7.881773399
China,24/1/2022,64.35,1.04,0,-,"",0.761,40.42553191,54.89361702,4.680851064,0.00E+00
Brazil,24/1/2022,61.57,1.49,1.441,-,78.67,0.765,0.775193798,34.10852713,61.24031008,3.875968992
France,24/1/2022,69.44,1.08,3.727,29.975,79.64,0.901,0.306748466,44.78527607,47.2392638,7.668711656
New Zealand,24/1/2022,62.04,1.32,0,-,79.79,0.931,1.867064974,40.40328603,51.00821509,6.721433906
South Korea,24/1/2022,50.93,1.68,0.585,"",87.03,0.916,20,71.76470588,8.235294118,0.00E+00
Japan,24/1/2022,47.22,1.8,0.103,-,80.4,0.919,0.952380952,31.11111111,57.77777778,10.15873016
India,24/1/2022,83.8,1.12,0.379,-,66.77,0.645,0.488258545,28.55149965,57.35875378,13.60148803
Canada,24/1/2022,78.24,0.75,3.933,-,84.61,0.929,0.766834412,48.5382219,44.05703331,6.637910376
South Africa,24/1/2022,41.67,0.77,2.793,"",32.33,0.709,0.884955752,41.2979351,51.91740413,5.899705015
Egypt,24/1/2022,43.52,1.29,0.297,-,36.3,0.707,42.59259259,51.85185185,5.555555556,0.00E+00
Argentina,24/1/2022,35.19,0.89,3.8,-,87.59,0.845,29.6,64,6.4,0.00E+00
Singapore,6/1/2022,50,1.46,0.21,"",87.78,0.938,1.805054152,35.01805054,57.76173285,5.415162455
United States,6/1/2022,53.24,1.51,4.234,"",73.99,0.926,0.927213723,46.54612888,45.20166898,7.32498841
Italy,6/1/2022,76.85,1.58,2.904,15.29,80.69,0.892,0.952380952,46.66666667,48.57142857,3.80952381
Germany,6/1/2022,84.26,1.32,3.007,16.627,73.99,0.947,1.455301455,44.90644491,48.44074844,5.197505198
Norway,6/1/2022,51.85,1.34,1.15,-,78.6,0.957,1.333333333,46.66666667,48,4
United Kingdom,6/1/2022,48.61,1.11,2.296,"",76.09,0.932,0.707986586,49.1367532,42.98844864,7.166811576
Australia,6/1/2022,45.83,2.04,0.454,-,79.51,0.944,0.740375123,56.1627415,38.40784093,4.689042448
Taiwan,6/1/2022,20.37,1.4,0,"",78.61,"",29.52380952,61.9047619,8.571428571,0.00E+00
Hong Kong,6/1/2022,55.56,"",0,-,65.72,0.949,0.793650794,30.15873016,60.31746032,8.73015873
China,6/1/2022,79.17,1.11,0,-,"",0.761,0.746268657,29.85074627,64.92537313,4.47761194
Brazil,6/1/2022,61.57,2.32,0.27,-,"",0.765,4.531722054,17.82477341,71.90332326,5.740181269
France,6/1/2022,72.22,1.47,3.098,33.164,78.97,0.901,1.716738197,38.62660944,51.93133047,7.725321888
New Zealand,6/1/2022,62.96,1.01,0,-,77.56,0.931,1.244813278,41.90871369,48.9626556,7.883817427
South Korea,6/1/2022,45.37,0.78,1.027,"",86.55,0.916,48.68421053,44.73684211,6.578947368,0.00E+00
Japan,6/1/2022,47.22,4.54,0.007,-,"",0.919,0.904977376,31.90045249,62.44343891,4.751131222
India,6/1/2022,72.69,2.76,0.215,-,62.51,0.645,0.615132253,27.70145581,62.08734878,9.596063154
Canada,6/1/2022,78.24,1.23,2.03,-,83.59,0.929,1.066786195,44.87673689,47.83505155,6.22142537
South Africa,6/1/2022,49.07,0.74,"","","",0.709,0.747863248,35.8974359,58.22649573,5.128205128
Egypt,6/1/2022,43.52,1.01,0.212,-,"",0.707,2.352941176,31.76470588,60,5.882352941
Argentina,6/1/2022,35.19,1.94,0.752,-,85.78,0.845,44.44444444,49.07407407,6.481481481,0.00E+00
Singapore,1/1/2022,50,1.22,0.21,"",87.24,0.938,0.641025641,39.1025641,51.92307692,8.333333333
United States,1/1/2022,53.24,1.62,4.037,"",73.51,0.926,1.125738649,47.59144289,45.31378562,5.969032837
Italy,1/1/2022,76.85,1.84,2.326,13.55,80.18,0.892,49.0797546,42.33128834,8.588957055,0.00E+00
Germany,1/1/2022,84.26,0.99,3.121,17.771,73.72,0.947,0.396825397,42.46031746,51.19047619,5.952380952
Norway,1/1/2022,51.85,1.15,1.255,-,78.49,0.957,3.125,34.375,56.25,6.25
United Kingdom,1/1/2022,48.61,1.28,1.91,"",75.93,0.932,0.789715335,48.90725436,43.70982553,6.593204775
Australia,1/1/2022,40.28,2.2,0.371,-,79.28,0.944,0.878022423,47.12954208,46.19748751,5.794947994
Taiwan,1/1/2022,20.37,1.36,0,"","","",5,23.33333333,61.66666667,10
Hong Kong,1/1/2022,55.56,"",0,-,64.66,0.949,33.63636364,60,6.363636364,0.00E+00
China,1/1/2022,79.17,1.26,0,-,"",0.761,1.485148515,45.04950495,49.5049505,3.96039604
Brazil,1/1/2022,61.57,1.65,0.455,-,77.67,0.765,2.112676056,44.36619718,47.88732394,5.633802817
France,1/1/2022,72.22,1.53,2.769,29.916,78.75,0.901,0.934579439,44.23676012,49.2211838,5.607476636
New Zealand,1/1/2022,62.96,0.98,0.028,-,77.49,0.931,1.703163017,36.25304136,52.55474453,9.489051095
South Korea,1/1/2022,45.37,0.8,1.25,11.013,86.34,0.916,30.18867925,62.26415094,7.547169811,0.00E+00
Japan,1/1/2022,47.22,1.7,0.007,-,"",0.919,1.418439716,31.56028369,60.63829787,6.382978723
India,1/1/2022,59.72,2.29,0.214,-,60.78,0.645,0.396583282,29.83526541,58.87736425,10.89078707
Canada,1/1/2022,74.54,1.49,1.111,-,83.36,0.929,0.858025398,46.64226061,46.98547077,5.514243222
South Africa,1/1/2022,44.44,0.72,1.011,"",31.55,0.709,1.156069364,43.93063584,52.02312139,2.89017341
Egypt,1/1/2022,43.52,0.97,0.27,-,"",0.707,1.333333333,42.66666667,46.66666667,9.333333333
Argentina,1/1/2022,44.44,2,0.504,-,85,0.845,2.75862069,36.55172414,55.86206897,4.827586207
Singapore,3/1/2022,50,1.37,0.105,"",87.54,0.938,0.555555556,33.33333333,58.88888889,7.222222222
United States,3/1/2022,53.24,1.67,4.069,"",73.65,0.926,0.938422898,48.28185808,44.26043995,6.51927907
Italy,3/1/2022,76.85,1.67,2.445,13.915,80.36,0.892,0.662251656,49.00662252,49.00662252,1.324503311
Germany,3/1/2022,84.26,1.14,3.048,17.056,73.79,0.947,1.129943503,39.83050847,52.54237288,6.497175141
Norway,3/1/2022,51.85,1.27,1.228,-,78.5,0.957,2,56,34,8
United Kingdom,3/1/2022,48.61,1.21,1.845,"",75.98,0.932,0.51147541,46.07213115,46.85901639,6.557377049
Australia,3/1/2022,40.28,2.17,0.377,-,79.35,0.944,0.972682119,54.19081126,37.70695364,7.12955298
Taiwan,3/1/2022,20.37,1.38,0,"",78.49,"",2.325581395,36.04651163,52.3255814,9.302325581
Hong Kong,3/1/2022,55.56,"",0,-,65,0.949,0.598802395,37.7245509,58.68263473,2.994011976
China,3/1/2022,79.17,1.19,0,-,"",0.761,0.790513834,37.54940711,58.89328063,2.766798419
Brazil,3/1/2022,61.57,1.94,0.451,-,77.72,0.765,1.117318436,38.54748603,54.18994413,6.145251397
France,3/1/2022,72.22,1.5,2.788,30.391,78.8,0.901,1.781170483,41.22137405,50.38167939,6.615776081
New Zealand,3/1/2022,62.96,0.99,0.028,-,77.5,0.931,1.353637902,40.60913706,50.08460237,7.952622673
South Korea,3/1/2022,45.37,0.8,1.211,"",86.42,0.916,0.934579439,42.05607477,48.59813084,8.411214953
Japan,3/1/2022,47.22,2.66,0.01,-,"",0.919,1,35,57,7
India,3/1/2022,72.69,2.55,0.177,-,61.19,0.645,0.844370861,30.44701987,59.85099338,8.857615894
Canada,3/1/2022,78.24,1.37,1.396,-,83.38,0.929,0.824148545,46.34097905,46.18210704,6.652765366
South Africa,3/1/2022,44.44,0.74,1.149,"",31.61,0.709,0.894854586,43.62416107,50.78299776,4.697986577
Egypt,3/1/2022,43.52,0.97,0.244,-,"",0.707,2.631578947,47.36842105,44.73684211,5.263157895
Argentina,3/1/2022,44.44,1.99,0.561,-,85.2,0.845,0.636942675,37.57961783,54.14012739,7.643312102
Singapore,2/1/2022,50,1.3,0.183,"",87.36,0.938,2.4,25.6,60,12
United States,2/1/2022,53.24,1.64,4.049,"",73.55,0.926,0.740946559,51.64397518,42.38214319,5.232935075
Italy,2/1/2022,76.85,1.69,2.449,13.865,80.26,0.892,0.689655172,46.20689655,48.27586207,4.827586207
Germany,2/1/2022,84.26,1.05,3.05,17.545,73.74,0.947,43.29501916,52.49042146,4.214559387,0.00E+00
Norway,2/1/2022,51.85,1.21,1.255,7.452,78.49,0.957,50,42.30769231,7.692307692,0.00E+00
United Kingdom,2/1/2022,48.61,1.24,2.057,"",75.95,0.932,0.647189349,52.60724852,41.51257396,5.232988166
Australia,2/1/2022,40.28,2.17,0.388,-,79.34,0.944,0.980392157,48.57142857,45.44817927,5
Taiwan,2/1/2022,20.37,1.37,0,"",78.46,"",25,61.36363636,13.63636364,0.00E+00
Hong Kong,2/1/2022,55.56,"",0,-,64.76,0.949,0.806451613,42.74193548,51.61290323,4.838709677
China,2/1/2022,79.17,1.19,0,-,"",0.761,42.92682927,53.17073171,3.902439024,0.00E+00
Brazil,2/1/2022,61.57,1.76,0.447,-,77.67,0.765,1.538461538,41.53846154,50,6.923076923
France,2/1/2022,72.22,1.51,2.759,30.035,78.75,0.901,0.906344411,44.10876133,47.73413897,7.250755287
New Zealand,2/1/2022,62.96,0.98,0.028,-,77.49,0.931,0.694444444,38.65740741,51.15740741,9.490740741
South Korea,2/1/2022,45.37,0.81,1.197,"",86.34,0.916,36.06557377,57.37704918,6.557377049,0.00E+00
Japan,2/1/2022,47.22,2.06,0.009,-,"",0.919,1.204819277,40.562249,46.58634538,11.64658635
India,2/1/2022,59.72,2.42,0.194,-,60.83,0.645,0.575296108,34.99153976,55.02538071,9.407783418
Canada,2/1/2022,74.54,1.43,1.238,-,83.37,0.929,0.921901752,48.39984196,43.54010273,7.138153562
South Africa,2/1/2022,44.44,0.72,0.985,"",31.55,0.709,0.840336134,37.81512605,50.42016807,10.92436975
Egypt,2/1/2022,43.52,0.97,0.259,-,"",0.707,2.352941176,56.47058824,35.29411765,5.882352941
Argentina,2/1/2022,44.44,1.98,0.529,-,85.04,0.845,2.040816327,34.69387755,53.06122449,10.20408163
Singapore,8/1/2022,50,1.54,0.21,"",88.13,0.938,2.255639098,24.06015038,65.78947368,7.894736842
United States,8/1/2022,53.24,1.42,5.141,"",74.2,0.926,0.882384304,42.87694604,49.79739817,6.443271486
Italy,8/1/2022,76.85,1.45,3.237,15.621,80.96,0.892,0.440528634,40.969163,52.42290749,6.167400881
Germany,8/1/2022,84.26,1.33,3.05,16.377,74.11,0.947,0.704225352,40.37558685,54.92957746,3.990610329
Norway,8/1/2022,51.85,1.35,1.176,-,78.63,0.957,1.25,40,56.25,2.5
United Kingdom,8/1/2022,48.61,1.03,2.687,"",76.17,0.932,0.67555231,46.12013876,46.80482016,6.399488771
Australia,8/1/2022,45.83,1.89,0.604,-,79.59,0.944,0.901785714,46.19642857,46.25,6.651785714
Taiwan,8/1/2022,20.37,1.4,0,"","","",33,57,10,0.00E+00
Hong Kong,8/1/2022,62.04,"",0,-,66.22,0.949,48.91891892,45.94594595,5.135135135,0.00E+00
China,8/1/2022,79.17,1.09,0,-,"",0.761,1.76056338,33.09859155,57.74647887,7.394366197
Brazil,8/1/2022,61.57,2.3,0.381,-,"",0.765,32.63157895,56.84210526,10.52631579,0.00E+00
France,8/1/2022,72.22,1.43,3.174,34.41,79.08,0.901,0.927643785,35.62152134,57.3283859,6.12244898
New Zealand,8/1/2022,62.96,1.06,0,-,77.6,0.931,1.910828025,38.47133758,51.84713376,7.770700637
South Korea,8/1/2022,45.37,0.86,0.955,8.576,86.64,0.916,1.19047619,36.9047619,51.19047619,10.71428571
Japan,8/1/2022,47.22,3.88,0.01,-,"",0.919,1.265822785,32.27848101,58.86075949,7.594936709
India,8/1/2022,72.69,2.55,0.207,-,63.22,0.645,0.872938894,26.63786262,65.56741028,6.921788202
Canada,8/1/2022,78.24,1.15,2.3,-,83.71,0.929,0.92686996,44.83269997,46.29715451,7.943275558
South Africa,8/1/2022,49.07,0.73,1.48,"","",0.709,0.41322314,40.08264463,54.46280992,5.041322314
Egypt,8/1/2022,43.52,1.06,0.233,-,34.45,0.707,37,59,4,0.00E+00
Argentina,8/1/2022,35.19,1.8,0.89,-,86.06,0.845,34.61538462,55.38461538,10,0.00E+00
